i,j
1,2
8,2
10,2
11,2
13,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
27,2
30,2
1,3
10,3
11,3
15,3
16,3
17,3
20,3
21,3
22,3
26,3
30,3
1,4
8,4
10,4
11,4
13,4
15,4
17,4
19,4
20,4
21,4
22,4
26,4
1,5
8,5
11,5
13,5
16,5
17,5
20,5
22,5
27,5
29,5
30,5
32,5
35,5
1,6
11,6
17,6
19,6
20,6
21,6
22,6
27,6
30,6
1,7
11,7
18,7
31,7
8,9
10,9
11,9
13,9
15,9
17,9
19,9
20,9
21,9
22,9
26,9
27,9
11,12
13,12
16,12
17,12
18,12
19,12
20,12
26,12
27,12
13,14
17,14
19,14
20,14
21,14
22,14
26,14
34,14
36,14
37,14
22,23
34,23
24,25
28,25
33,25
