i,j
1,2
15,2
17,2
18,2
19,2
22,2
23,2
24,2
25,2
33,2
34,2
36,2
38,2
39,2
41,2
42,2
46,2
52,2
54,2
56,2
57,2
58,2
59,2
1,3
15,3
17,3
18,3
19,3
22,3
23,3
24,3
25,3
33,3
34,3
36,3
38,3
39,3
41,3
42,3
49,3
52,3
56,3
57,3
1,4
15,4
17,4
18,4
19,4
23,4
24,4
25,4
33,4
36,4
38,4
39,4
42,4
46,4
49,4
54,4
1,5
15,5
17,5
18,5
19,5
22,5
23,5
24,5
25,5
33,5
34,5
36,5
38,5
39,5
42,5
46,5
49,5
54,5
58,5
1,6
15,6
17,6
18,6
19,6
22,6
23,6
24,6
25,6
33,6
34,6
38,6
39,6
42,6
46,6
49,6
56,6
58,6
60,6
1,7
15,7
17,7
18,7
19,7
22,7
23,7
24,7
25,7
33,7
41,7
49,7
52,7
1,8
15,8
17,8
18,8
19,8
22,8
23,8
24,8
25,8
39,8
1,9
15,9
17,9
19,9
23,9
24,9
25,9
34,9
36,9
38,9
39,9
1,10
15,10
17,10
18,10
19,10
22,10
23,10
24,10
25,10
39,10
49,10
1,11
15,11
17,11
19,11
23,11
25,11
36,11
38,11
42,11
54,11
1,12
15,12
17,12
18,12
19,12
22,12
23,12
24,12
25,12
33,12
38,12
39,12
1,13
15,13
17,13
18,13
19,13
22,13
23,13
24,13
36,13
38,13
39,13
1,14
15,14
18,14
19,14
23,14
24,14
25,14
34,14
36,14
39,14
15,16
18,16
22,16
23,16
25,16
49,16
57,16
19,20
25,20
53,20
56,20
19,21
25,21
61,21
25,26
46,26
55,26
25,27
49,27
28,29
32,29
40,29
45,29
53,29
28,30
32,30
40,30
45,30
53,30
56,30
28,31
62,31
34,35
56,35
36,37
60,37
43,44
46,44
46,47
46,48
50,51
