i,j
1,2
10,2
12,2
13,2
15,2
16,2
17,2
18,2
19,2
21,2
25,2
26,2
28,2
29,2
31,2
34,2
35,2
36,2
37,2
38,2
39,2
1,3
10,3
12,3
13,3
15,3
16,3
17,3
18,3
19,3
21,3
25,3
26,3
28,3
29,3
31,3
36,3
1,4
10,4
12,4
13,4
15,4
18,4
21,4
26,4
29,4
1,5
10,5
12,5
13,5
17,5
18,5
19,5
20,5
21,5
25,5
26,5
29,5
30,5
33,5
34,5
1,6
12,6
13,6
17,6
21,6
25,6
26,6
29,6
1,7
10,7
12,7
13,7
15,7
21,7
25,7
26,7
28,7
29,7
1,8
10,8
12,8
13,8
15,8
21,8
25,8
26,8
28,8
29,8
1,9
20,9
10,11
12,11
24,11
29,11
32,11
33,11
12,14
13,14
26,14
29,14
30,14
20,22
21,22
26,22
21,23
26,27
