i,j
1,2
15,2
17,2
22,2
33,2
1,3
5,3
15,3
17,3
33,3
1,4
15,4
17,4
24,4
1,6
5,6
15,6
17,6
20,6
21,6
22,6
23,6
24,6
28,6
33,6
1,7
5,7
15,7
17,7
20,7
21,7
22,7
23,7
24,7
26,7
33,7
1,8
5,8
17,8
20,8
33,8
1,9
5,9
15,9
17,9
20,9
21,9
23,9
24,9
25,9
33,9
1,10
5,10
15,10
17,10
20,10
21,10
22,10
29,10
33,10
1,11
5,11
15,11
17,11
22,11
33,11
5,12
15,12
17,12
20,12
21,12
23,12
24,12
25,12
27,12
33,12
5,13
15,13
17,13
21,13
22,13
33,13
1,14
5,14
15,14
22,14
33,14
1,16
15,16
17,16
21,16
22,16
29,16
30,16
33,16
17,18
22,18
23,18
24,18
33,18
17,19
20,19
23,19
33,19
31,32
