i,j
1,2
20,2
22,2
24,2
26,2
27,2
28,2
29,2
30,2
32,2
36,2
42,2
43,2
44,2
45,2
46,2
54,2
1,3
20,3
22,3
24,3
26,3
27,3
28,3
29,3
30,3
32,3
37,3
38,3
41,3
44,3
1,4
20,4
22,4
24,4
26,4
27,4
28,4
29,4
30,4
32,4
35,4
37,4
38,4
40,4
41,4
43,4
55,4
1,5
20,5
22,5
24,5
26,5
27,5
28,5
29,5
37,5
40,5
41,5
42,5
43,5
1,6
30,6
36,6
38,6
40,6
42,6
1,7
20,7
24,7
26,7
27,7
28,7
29,7
32,7
37,7
44,7
46,7
1,8
20,8
22,8
26,8
29,8
46,8
1,9
22,9
24,9
26,9
27,9
28,9
29,9
37,9
39,9
46,9
1,10
20,10
24,10
26,10
27,10
29,10
41,10
42,10
1,11
22,11
24,11
27,11
37,11
1,12
20,12
24,12
26,12
27,12
29,12
37,12
40,12
41,12
1,13
36,13
37,13
38,13
42,13
1,14
35,14
45,14
47,14
1,15
20,15
24,15
26,15
27,15
28,15
53,15
1,16
20,16
22,16
24,16
29,16
32,16
42,16
46,16
1,17
29,17
37,17
39,17
42,17
51,17
1,18
22,18
28,18
37,18
44,18
1,19
29,19
37,19
20,21
27,21
29,21
22,23
26,23
29,23
36,23
37,23
51,23
24,25
27,25
41,25
30,31
35,31
38,31
52,31
33,34
56,34
48,49
48,50
