i,j
1,2
11,2
13,2
14,2
15,2
16,2
17,2
18,2
20,2
21,2
22,2
23,2
24,2
25,2
26,2
27,2
28,2
31,2
32,2
33,2
1,3
11,3
14,3
15,3
16,3
17,3
18,3
20,3
21,3
22,3
23,3
24,3
25,3
26,3
27,3
28,3
1,4
11,4
14,4
15,4
18,4
20,4
1,5
11,5
13,5
14,5
16,5
17,5
18,5
22,5
23,5
24,5
26,5
32,5
1,6
11,6
14,6
18,6
20,6
22,6
23,6
24,6
25,6
27,6
28,6
1,7
11,7
14,7
16,7
18,7
22,7
23,7
24,7
27,7
28,7
1,8
17,8
22,8
23,8
24,8
27,8
1,9
11,9
16,9
22,9
23,9
24,9
27,9
1,10
11,10
13,10
15,10
16,10
17,10
24,10
11,12
14,12
22,12
29,12
18,19
25,19
27,19
30,19
