i,j
1,2
3,2
5,2
6,2
7,2
8,2
9,2
10,2
12,2
13,2
14,2
16,2
18,2
19,2
20,2
21,2
22,2
24,2
25,2
26,2
27,2
28,2
29,2
3,4
6,4
7,4
8,4
9,4
10,4
12,4
19,4
21,4
22,4
23,4
24,4
25,4
26,4
27,4
28,4
29,4
10,11
12,11
23,11
27,11
14,15
20,15
21,15
22,15
24,15
28,15
29,15
16,17
1,30
3,30
5,30
6,30
7,30
8,30
9,30
10,30
12,30
13,30
14,30
16,30
18,30
19,30
20,30
21,30
22,30
23,30
24,30
25,30
26,30
27,30
28,30
29,30
33,30
35,30
1,31
3,31
5,31
6,31
7,31
8,31
9,31
10,31
12,31
13,31
14,31
16,31
18,31
19,31
20,31
21,31
22,31
23,31
24,31
25,31
26,31
27,31
28,31
29,31
33,31
35,31
1,32
3,32
5,32
6,32
16,32
16,34
