i,j
1,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
27,13
28,13
27,14
28,14
27,15
28,15
24,21
25,21
26,21
24,22
25,22
26,22
24,23
25,23
26,23
