i,j
1,2
5,2
7,2
8,2
9,2
11,2
13,2
16,2
17,2
18,2
21,2
22,2
23,2
25,2
26,2
28,2
29,2
1,3
4,3
12,3
18,3
26,3
5,6
7,6
8,6
11,6
12,6
14,6
15,6
16,6
17,6
18,6
19,6
20,6
21,6
22,6
23,6
24,6
25,6
26,6
27,6
29,6
9,10
11,10
19,10
20,10
21,10
26,10
28,10
29,10
1,30
4,30
5,30
7,30
8,30
9,30
11,30
12,30
13,30
14,30
15,30
16,30
17,30
18,30
19,30
20,30
21,30
22,30
23,30
24,30
25,30
26,30
27,30
28,30
29,30
1,31
4,31
5,31
7,31
8,31
9,31
11,31
12,31
13,31
14,31
15,31
16,31
17,31
18,31
19,31
20,31
21,31
22,31
23,31
24,31
25,31
26,31
27,31
28,31
29,31
