i,j
1,2
4,2
5,2
6,2
7,2
8,2
9,2
11,2
15,2
18,2
19,2
21,2
22,2
24,2
25,2
26,2
28,2
29,2
1,3
4,3
5,3
6,3
7,3
8,3
9,3
11,3
13,3
14,3
16,3
17,3
18,3
19,3
20,3
22,3
24,3
25,3
26,3
27,3
29,3
9,10
11,10
23,10
11,12
19,12
20,12
21,12
22,12
24,12
25,12
27,12
29,12
1,30
4,30
5,30
6,30
7,30
8,30
9,30
11,30
13,30
14,30
15,30
16,30
17,30
18,30
19,30
20,30
21,30
22,30
23,30
24,30
25,30
26,30
27,30
28,30
29,30
1,31
4,31
5,31
6,31
7,31
8,31
9,31
11,31
13,31
14,31
15,31
16,31
17,31
18,31
19,31
20,31
21,31
22,31
23,31
24,31
25,31
26,31
27,31
28,31
29,31
1,32
4,32
5,32
8,32
16,32
