i,j
1,2
3,2
4,2
5,2
6,2
13,2
4,8
5,8
6,8
7,8
10,8
11,8
4,9
5,9
6,9
7,9
10,9
11,9
5,12
10,12
13,12
3,15
7,15
10,15
11,15
14,15
17,15
3,16
7,16
10,16
11,16
14,16
17,16
3,18
6,18
7,18
10,18
11,18
14,18
17,18
1,19
3,19
4,19
5,19
6,19
7,19
10,19
11,19
13,19
14,19
17,19
3,20
4,20
5,20
6,20
7,20
10,20
11,20
13,20
17,20
21,20
3,22
7,22
21,22
3,23
6,24
7,24
17,24
1,25
3,25
4,25
5,25
7,25
10,25
13,25
21,25
3,26
5,26
7,26
10,26
17,26
21,26
1,27
4,27
5,27
7,27
10,27
17,27
1,28
3,28
4,28
5,28
6,28
7,28
10,28
11,28
13,28
14,28
17,28
21,28
