i,j
22,1
23,1
28,1
32,1
1,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,2
22,3
23,3
28,3
32,3
22,4
23,4
28,4
32,4
23,7
23,8
29,8
29,9
28,10
23,11
23,12
29,12
23,13
23,14
23,16
28,16
29,16
28,17
1,21
3,21
4,21
5,21
6,21
7,21
8,21
9,21
10,21
11,21
12,21
13,21
14,21
15,21
16,21
17,21
18,21
19,21
20,21
7,24
15,24
7,25
15,25
7,26
15,26
12,27
18,27
30,31
