i,j
16,1
18,1
19,1
20,1
24,1
25,1
26,1
1,2
16,2
18,2
19,2
20,2
23,2
1,3
16,3
18,3
19,3
20,3
23,3
4,5
13,5
14,5
15,5
16,5
18,5
19,5
20,5
22,5
24,5
25,5
4,6
13,6
14,6
15,6
16,6
18,6
19,6
20,6
22,6
24,6
25,6
4,7
16,7
18,7
19,7
20,7
1,8
4,8
13,8
14,8
15,8
16,8
18,8
19,8
20,8
23,8
24,8
25,8
26,8
1,9
4,9
13,9
14,9
15,9
16,9
18,9
19,9
20,9
23,9
24,9
25,9
26,9
1,10
4,10
13,10
14,10
15,10
16,10
18,10
19,10
20,10
23,10
24,10
25,10
26,10
1,11
4,11
13,11
14,11
15,11
16,11
18,11
19,11
20,11
23,11
24,11
25,11
26,11
1,12
4,12
23,12
26,12
4,13
16,13
18,13
19,13
20,13
24,13
25,13
4,14
16,14
18,14
19,14
20,14
24,14
25,14
4,15
16,15
18,15
19,15
20,15
24,15
25,15
7,17
16,17
18,17
19,17
20,17
21,17
29,17
4,21
16,21
18,21
19,21
20,21
16,22
18,22
19,22
20,22
24,22
25,22
16,23
18,23
19,23
20,23
24,23
25,23
26,23
8,27
9,27
10,27
11,27
12,27
31,27
32,27
5,28
6,28
22,28
8,30
9,30
10,30
11,30
12,30
31,30
32,30
36,31
37,31
36,32
37,32
2,33
3,33
2,34
3,34
2,35
3,35
