i,j
5,1
10,1
11,1
1,2
5,2
1,3
2,3
4,3
5,3
8,3
9,3
10,3
1,4
5,4
10,5
11,5
5,6
8,6
9,6
1,7
2,7
4,7
5,8
10,8
5,9
10,9
11,10
