i,j
1,2
18,2
29,2
42,2
43,2
3,4
5,4
6,7
8,9
3,10
5,10
11,10
12,10
13,10
14,15
3,17
11,17
12,17
16,17
18,17
19,17
20,17
21,17
18,22
3,23
5,23
24,23
25,23
26,23
27,23
28,23
29,23
30,23
31,23
18,32
33,32
34,32
5,36
16,36
18,36
33,36
35,36
37,36
38,36
18,39
16,40
38,40
5,41
11,41
13,41
20,41
5,45
6,45
12,45
13,45
16,45
18,45
37,45
38,45
44,45
46,45
3,47
35,47
37,47
38,47
48,47
6,49
11,49
16,49
18,49
35,49
37,49
38,49
44,49
46,49
48,49
50,49
51,49
52,49
53,49
1,54
5,54
8,54
29,54
33,54
38,54
5,55
12,55
16,55
18,55
19,55
20,55
29,55
33,55
38,55
44,55
56,55
13,57
18,57
18,58
18,59
60,59
5,61
12,61
18,61
62,61
63,61
64,65
66,65
67,65
68,65
69,65
11,71
14,71
19,71
66,71
70,71
3,72
6,72
11,72
13,72
46,72
66,72
67,72
70,72
73,72
74,72
16,76
46,76
75,76
77,76
78,76
8,79
13,79
16,79
33,79
34,79
35,79
50,79
78,79
80,79
81,79
82,79
83,79
14,84
18,84
21,84
3,85
5,85
13,85
14,85
18,85
27,85
68,85
80,85
81,85
82,85
86,85
87,85
88,85
18,89
5,90
13,90
3,91
18,91
8,93
12,93
13,93
80,93
82,93
92,93
5,94
95,96
95,97
98,97
5,99
34,99
75,99
78,99
100,99
12,101
13,101
18,101
12,102
13,102
18,102
80,102
82,102
5,103
12,103
13,103
18,103
80,103
82,103
5,104
18,104
82,104
88,104
34,105
