i,j
1,2
23,2
26,2
27,2
29,2
34,2
35,2
36,2
38,2
44,2
46,2
60,2
1,3
14,3
24,3
26,3
27,3
29,3
35,3
37,3
39,3
40,3
41,3
42,3
43,3
49,3
54,3
55,3
1,4
14,4
20,4
23,4
24,4
26,4
30,4
31,4
36,4
40,4
43,4
46,4
49,4
63,4
1,5
14,5
20,5
24,5
26,5
33,5
35,5
36,5
39,5
40,5
52,5
57,5
1,6
20,6
23,6
26,6
31,6
1,7
23,7
24,7
26,7
30,7
33,7
36,7
45,7
46,7
48,7
51,7
65,7
1,8
26,8
30,8
33,8
45,8
58,8
1,9
23,9
24,9
26,9
28,9
30,9
39,9
1,10
24,10
48,10
50,10
59,10
62,10
1,11
26,11
47,11
1,12
35,12
1,13
24,13
14,15
23,15
27,15
34,15
14,16
23,16
33,16
42,16
66,16
14,17
20,17
24,17
56,17
14,18
24,18
35,18
37,18
50,18
61,18
14,19
20,19
24,19
53,19
20,21
24,21
28,21
40,21
64,21
67,21
20,22
33,22
44,22
51,22
52,22
24,25
31,32
42,32
