i,j
1,2
10,2
13,2
16,2
18,2
20,2
22,2
23,2
24,2
26,2
28,2
30,2
31,2
33,2
48,2
1,3
8,3
10,3
13,3
16,3
17,3
18,3
19,3
20,3
24,3
25,3
26,3
27,3
28,3
31,3
32,3
34,3
42,3
43,3
50,3
1,4
8,4
10,4
13,4
16,4
17,4
18,4
19,4
20,4
22,4
25,4
37,4
44,4
45,4
47,4
1,5
8,5
10,5
16,5
17,5
18,5
20,5
27,5
29,5
37,5
39,5
1,6
8,6
13,6
16,6
19,6
20,6
22,6
28,6
31,6
38,6
49,6
1,7
8,7
16,7
17,7
19,7
22,7
23,7
40,7
41,7
8,9
10,9
18,9
20,9
21,9
22,9
25,9
27,9
29,9
36,9
10,11
13,11
17,11
21,11
23,11
26,11
10,12
46,12
13,14
20,14
22,14
23,14
26,14
33,14
13,15
34,35
