i,j
1,2
28,2
38,2
56,2
57,2
61,2
63,2
68,2
69,2
70,2
82,2
87,2
94,2
95,2
98,2
102,2
104,2
106,2
107,2
109,2
110,2
116,2
120,2
121,2
124,2
126,2
127,2
128,2
129,2
132,2
134,2
141,2
142,2
143,2
146,2
152,2
153,2
154,2
155,2
156,2
158,2
164,2
165,2
1,3
28,3
43,3
48,3
49,3
53,3
56,3
57,3
60,3
66,3
69,3
70,3
78,3
82,3
87,3
97,3
101,3
108,3
133,3
144,3
148,3
162,3
1,4
28,4
38,4
43,4
48,4
50,4
53,4
58,4
59,4
60,4
88,4
113,4
115,4
163,4
1,5
38,5
56,5
61,5
62,5
64,5
70,5
78,5
122,5
130,5
138,5
166,5
1,6
28,6
49,6
50,6
58,6
59,6
63,6
76,6
80,6
88,6
90,6
114,6
1,7
28,7
38,7
60,7
78,7
80,7
89,7
91,7
98,7
102,7
117,7
157,7
1,8
28,8
43,8
49,8
50,8
58,8
59,8
60,8
85,8
149,8
1,9
28,9
49,9
57,9
61,9
62,9
67,9
72,9
86,9
118,9
1,10
38,10
43,10
48,10
50,10
53,10
58,10
63,10
64,10
94,10
1,11
28,11
49,11
55,11
58,11
59,11
67,11
105,11
1,12
48,12
50,12
53,12
57,12
61,12
81,12
1,13
43,13
48,13
53,13
56,13
66,13
71,13
1,14
28,14
38,14
43,14
48,14
83,14
111,14
1,15
28,15
38,15
49,15
58,15
83,15
123,15
1,16
28,16
48,16
57,16
97,16
159,16
1,17
28,17
38,17
49,17
59,17
67,17
1,18
48,18
55,18
56,18
60,18
63,18
1,19
50,19
77,19
139,19
150,19
1,20
28,20
38,20
49,20
137,20
1,21
28,21
38,21
48,21
58,21
1,22
28,22
89,22
101,22
1,23
38,23
85,23
86,23
1,24
53,24
65,24
66,24
1,25
28,25
38,25
83,25
1,26
28,26
55,26
1,27
50,27
28,29
38,29
66,29
68,29
75,29
79,29
82,29
84,29
91,29
100,29
119,29
161,29
28,30
55,30
61,30
68,30
69,30
74,30
75,30
79,30
84,30
103,30
28,31
48,31
56,31
64,31
65,31
70,31
74,31
75,31
136,31
147,31
28,32
55,32
65,32
74,32
76,32
99,32
140,32
28,33
62,33
81,33
112,33
151,33
28,34
43,34
55,34
145,34
28,35
57,35
61,35
81,35
28,36
49,36
55,36
28,37
125,37
38,39
53,39
56,39
60,39
71,39
90,39
38,40
63,40
67,40
71,40
38,41
53,41
131,41
38,42
43,44
49,44
55,44
57,44
72,44
99,44
135,44
43,45
48,45
55,45
69,45
76,45
43,46
49,46
62,46
103,46
43,47
59,47
50,51
56,51
64,51
65,51
68,51
77,51
79,51
84,51
92,51
50,52
64,52
65,52
77,52
80,52
100,52
160,52
167,52
53,54
62,54
72,73
92,93
95,96
