i,j
1,2
10,2
19,2
29,2
34,2
38,2
39,2
45,2
47,2
49,2
50,2
51,2
52,2
59,2
75,2
76,2
86,2
1,3
10,3
19,3
32,3
55,3
61,3
1,4
29,4
34,4
1,5
19,5
29,5
47,5
74,5
1,6
10,6
29,6
51,6
1,7
36,7
40,7
47,7
51,7
52,7
1,8
36,8
40,8
54,8
62,8
1,9
34,9
45,9
10,11
19,11
32,11
34,11
36,11
38,11
43,11
44,11
46,11
56,11
57,11
68,11
10,12
19,12
29,12
34,12
36,12
38,12
48,12
54,12
69,12
10,13
19,13
32,13
36,13
40,13
10,14
34,14
39,14
49,14
60,14
79,14
10,15
60,15
10,16
19,16
29,16
34,16
49,16
10,17
67,17
78,17
87,17
10,18
19,20
34,20
39,20
44,20
77,20
83,20
19,21
29,21
36,21
52,21
19,22
43,22
71,22
73,22
84,22
19,23
29,23
81,23
19,24
38,24
19,25
36,25
19,26
52,26
19,27
34,27
19,28
29,30
32,30
38,30
45,30
29,31
56,31
63,31
66,31
32,33
44,33
58,33
34,35
43,35
53,35
85,35
36,37
53,37
70,37
72,37
80,37
40,41
40,42
82,42
64,65
