i,j
1,2
5,2
7,2
8,2
9,2
10,2
11,2
15,2
17,2
19,2
20,2
21,2
22,2
3,4
5,4
8,4
14,4
3,6
5,6
7,6
8,6
9,6
10,6
11,6
12,6
13,6
14,6
15,6
16,6
17,6
18,6
3,23
5,23
7,23
8,23
9,23
11,23
12,23
13,23
24,23
25,23
26,23
27,23
1,28
5,28
7,28
8,28
9,28
10,28
13,28
16,28
24,28
25,28
26,28
29,28
30,28
1,31
5,31
7,31
8,31
9,31
10,31
24,31
3,32
5,32
7,32
9,32
11,32
12,32
19,32
25,32
5,33
7,33
8,33
14,33
15,33
24,33
34,33
5,35
5,36
