i,j
1,2
11,2
17,2
18,2
19,2
20,2
24,2
26,2
29,2
30,2
31,2
33,2
35,2
44,2
1,3
17,3
20,3
21,3
22,3
23,3
24,3
25,3
26,3
27,3
28,3
32,3
33,3
34,3
36,3
39,3
41,3
42,3
51,3
1,4
17,4
19,4
20,4
22,4
28,4
31,4
42,4
1,5
17,5
19,5
20,5
24,5
25,5
27,5
28,5
30,5
33,5
37,5
46,5
47,5
50,5
1,6
17,6
18,6
22,6
23,6
33,6
40,6
1,7
17,7
18,7
24,7
27,7
30,7
32,7
48,7
1,8
11,8
17,8
20,8
24,8
25,8
30,8
32,8
38,8
46,8
49,8
1,9
17,9
22,9
28,9
40,9
42,9
1,10
11,10
17,10
20,10
23,10
30,10
32,10
38,10
41,10
11,12
17,12
18,12
20,12
29,12
31,12
32,12
35,12
36,12
38,12
40,12
43,12
45,12
11,13
17,13
19,13
24,13
30,13
33,13
11,14
17,14
22,14
24,14
27,14
33,14
36,14
38,14
11,15
17,15
24,15
26,15
31,15
34,15
11,16
45,16
