i,j
1,2
13,2
19,2
21,2
23,2
26,2
31,2
33,2
37,2
39,2
55,2
1,3
13,3
20,3
24,3
26,3
39,3
42,3
1,4
13,4
20,4
21,4
26,4
27,4
34,4
40,4
42,4
47,4
48,4
51,4
53,4
56,4
1,5
13,5
21,5
24,5
26,5
31,5
37,5
38,5
1,6
13,6
19,6
20,6
24,6
26,6
28,6
45,6
46,6
52,6
1,7
13,7
17,7
19,7
21,7
23,7
27,7
31,7
32,7
44,7
1,8
13,8
17,8
21,8
1,9
13,9
21,9
24,9
32,9
1,10
13,10
1,11
33,11
1,12
28,12
13,14
17,14
20,14
21,14
26,14
27,14
28,14
36,14
38,14
40,14
41,14
49,14
54,14
13,15
17,15
19,15
20,15
21,15
26,15
27,15
13,16
23,16
32,16
33,16
17,18
19,18
20,18
21,18
29,18
30,18
32,18
43,18
50,18
21,22
26,22
34,22
24,25
30,25
35,25
