id,S,L,pred,herb,mutu,para
1483,27,42,21,17,0,0
1485,14,23,13,0,0,0
1486,26,45,27,6,0,0
1487,27,41,22,7,0,0
1488,66,234,188,27,0,0
1492,13,33,0,0,0,33
1489,13,42,0,0,0,42
1491,12,32,0,0,0,32
1490,25,140,0,0,0,140
1493,9,13,9,4,0,0
1494,47,61,27,26,0,3
1495,89,114,33,75,0,0
1496,90,149,80,60,0,5
1497,36,47,11,34,0,0
1498,79,1010,967,0,0,0
1499,28,37,15,0,0,0
1501,7,8,0,6,0,0
1500,9,8,0,6,0,0
1502,7,11,0,5,0,0
1504,12,25,12,12,0,0
1505,11,20,13,0,0,0
1506,34,79,53,25,0,0
1507,26,61,36,0,0,0
1508,33,121,88,0,0,6
1510,23,26,11,12,0,3
1511,17,32,30,2,0,0
1512,14,49,26,14,0,0
1513,20,41,35,0,0,0
1514,43,114,68,36,0,0
1515,11,30,16,5,0,0
1516,22,48,32,6,0,0
1517,32,140,20,105,0,0
1518,20,80,46,34,0,0
1519,10,29,19,5,0,0
1520,22,48,23,25,0,0
1521,23,40,21,0,0,0
1522,31,80,52,18,0,0
1523,24,113,85,7,0,0
1524,25,131,53,66,0,0
1525,26,67,45,11,0,0
1526,45,193,33,146,0,0
1527,38,157,17,126,0,0
1528,42,183,38,134,0,0
1529,37,150,19,119,0,0
1530,106,310,167,75,0,0
1531,16,57,25,26,0,0
1532,35,53,24,21,0,0
1533,24,104,62,28,0,0
4738,3,2,0,0,0,2
4739,10,7,0,0,0,7
1536,16,48,0,3,0,45
1537,35,380,362,0,0,0
4740,4,3,0,0,0,3
4741,5,4,0,0,0,4
1472,29,105,41,50,0,0
1569,68,169,36,100,0,0
4742,8,7,0,0,0,7
1547,6,5,0,0,0,0
1548,21,40,22,0,0,0
1549,3,2,0,0,0,0
1550,36,77,12,7,0,43
1551,37,74,13,14,0,25
1552,13,22,7,4,0,7
1553,9,17,5,3,0,5
1554,12,19,4,4,0,5
1555,9,21,7,2,0,7
1556,12,19,5,3,0,8
1557,12,29,10,3,0,10
1558,19,32,8,7,0,7
1559,24,42,10,7,0,10
1560,9,11,1,1,0,5
1561,25,64,45,0,0,0
1562,14,30,18,0,0,0
1563,39,248,174,23,0,0
1564,39,229,156,23,0,0
1565,40,241,170,11,0,0
1566,23,48,39,5,0,4
1567,26,70,27,33,0,0
4743,8,7,0,0,0,7
1544,18,23,8,0,0,0
1570,57,142,25,90,0,0
4744,9,10,0,0,0,10
1572,69,188,9,149,0,0
1573,67,158,33,97,0,0
4745,6,5,0,0,0,5
1576,39,103,21,65,0,0
1545,8,9,4,0,0,0
1546,27,72,52,0,0,0
1578,55,129,10,100,0,0
1579,59,151,27,100,0,0
4746,14,7,0,0,0,7
1581,45,192,16,92,0,0
1582,39,146,28,49,0,0
1583,35,110,1,51,0,0
1584,32,106,0,51,0,0
1585,31,102,0,49,0,0
1586,37,120,3,56,0,0
1587,31,100,0,50,0,0
1588,32,102,0,48,0,0
1589,20,54,0,30,0,0
1590,36,138,47,70,0,0
1591,7,8,4,4,0,0
1592,15,27,15,9,0,3
1593,26,30,13,12,0,0
1594,27,116,99,9,0,0
1595,27,114,97,9,0,0
1596,24,108,58,50,0,0
1597,28,50,0,0,50,0
1598,49,106,0,0,106,0
1599,50,95,0,0,95,0
1600,50,107,0,0,107,0
1601,58,130,0,0,130,0
1602,67,134,0,0,134,0
1603,87,144,0,0,144,0
1604,71,96,0,0,96,0
1605,68,108,0,0,108,0
1606,47,72,0,0,72,0
1607,58,78,0,0,78,0
1608,39,51,0,0,51,0
1609,34,43,0,0,43,0
1610,37,60,0,0,60,0
1611,38,48,0,0,48,0
1612,48,99,0,0,99,0
1613,51,131,0,0,131,0
1614,56,114,0,0,114,0
1615,52,100,0,0,100,0
1616,48,75,0,0,75,0
1617,31,41,0,0,41,0
1618,30,37,0,0,37,0
1619,28,32,0,0,32,0
1620,44,64,0,0,64,0
1621,39,57,0,0,57,0
1622,38,46,0,0,46,0
1623,17,17,0,0,17,0
1624,22,27,0,0,27,0
1625,20,24,0,0,24,0
1626,22,29,0,0,29,0
1627,34,51,0,0,51,0
1628,35,58,0,0,58,0
1629,32,62,0,0,62,0
1630,25,35,0,0,35,0
1631,16,15,0,0,15,0
1632,19,20,0,0,20,0
1633,18,17,0,0,17,0
1634,19,24,0,0,24,0
1635,26,39,0,0,39,0
1636,17,18,0,0,18,0
1637,24,33,0,0,33,0
1638,27,41,0,0,41,0
1639,22,19,0,0,19,0
1640,29,35,0,0,35,0
1641,32,44,0,0,44,0
1642,25,25,0,0,25,0
1643,29,43,0,0,43,0
1644,28,28,0,0,28,0
1645,36,45,0,0,45,0
1646,29,46,0,0,46,0
1647,16,21,0,0,21,0
1648,20,28,0,0,28,0
1649,19,21,0,0,21,0
1650,27,36,0,0,36,0
1651,26,39,0,0,39,0
1652,20,30,0,0,30,0
1653,24,35,0,0,35,0
1654,24,28,0,0,28,0
1655,8,6,0,0,6,0
1656,10,9,0,0,9,0
1657,22,19,0,0,19,0
1658,24,31,0,0,31,0
1659,30,43,0,0,43,0
1660,33,49,0,0,49,0
1661,30,46,0,0,46,0
1662,35,58,0,0,58,0
1663,13,11,0,0,11,0
1664,17,16,0,0,16,0
1665,25,26,0,0,26,0
1666,21,23,0,0,23,0
1667,34,50,0,0,50,0
1668,34,45,0,0,45,0
1669,35,57,0,0,57,0
1670,23,32,0,0,32,0
1671,32,86,0,0,86,0
1672,85,500,0,0,500,0
1673,61,66,0,0,66,0
1674,18,25,0,0,25,0
1675,78,120,0,0,120,0
1676,180,374,0,0,374,0
1677,167,346,0,0,346,0
1678,24,72,0,72,0,0
4747,12,4,0,0,0,4
4748,2,1,0,0,0,1
4749,12,16,0,0,0,16
4750,8,7,0,0,0,7
4784,3,2,0,0,0,2
4751,5,5,0,0,0,5
4752,6,5,0,0,0,5
4753,5,4,0,0,0,4
4754,3,2,0,0,0,2
4755,3,2,0,0,0,2
4756,6,4,0,0,0,4
4757,8,5,0,0,0,5
4758,7,7,0,0,0,7
4759,10,8,0,0,0,8
4760,5,5,0,0,0,5
4761,2,1,0,0,0,1
4762,6,5,0,0,0,5
4763,15,13,0,0,0,13
4764,3,2,0,0,0,2
4765,9,6,0,0,0,6
4766,2,1,0,0,0,1
4767,5,4,0,0,0,4
4768,2,1,0,0,0,1
4769,10,8,0,0,0,8
4770,8,6,0,0,0,6
4771,5,3,0,0,0,3
4772,9,8,0,0,0,8
4773,11,13,0,0,0,13
4774,3,2,0,0,0,2
4775,7,5,0,0,0,5
4776,8,4,0,0,0,4
4777,4,3,0,0,0,3
4778,5,4,0,0,0,4
4779,6,4,0,0,0,4
4780,2,1,0,0,0,1
4781,2,1,0,0,0,1
4782,4,3,0,0,0,3
4783,6,5,0,0,0,5
4785,9,8,0,0,0,8
4786,9,8,0,0,0,8
4787,4,3,0,0,0,3
4788,7,5,0,0,0,5
4789,10,9,0,0,0,9
4790,8,6,0,0,0,6
4791,5,4,0,0,0,4
4792,4,3,0,0,0,3
4793,5,4,0,0,0,4
4794,7,6,0,0,0,6
4795,6,5,0,0,0,5
4796,5,3,0,0,0,3
4797,4,3,0,0,0,3
4798,13,11,0,0,0,11
4799,8,8,0,0,0,8
4800,4,3,0,0,0,3
4801,2,1,0,0,0,1
4802,11,11,0,0,0,11
4803,5,3,0,0,0,3
4804,5,3,0,0,0,3
4805,8,7,0,0,0,7
4806,5,4,0,0,0,4
4807,7,7,0,0,0,7
4808,3,2,0,0,0,2
4809,3,2,0,0,0,2
4810,7,6,0,0,0,6
4811,5,4,0,0,0,4
4812,9,8,0,0,0,8
4813,16,15,0,0,0,15
4814,5,4,0,0,0,4
4815,13,15,0,0,0,15
4816,17,21,0,0,0,21
4817,4,2,0,0,0,2
4818,7,8,0,0,0,8
4819,2,1,0,0,0,1
4820,7,5,0,0,0,5
4821,19,23,0,0,0,23
4822,3,2,0,0,0,2
4823,7,4,0,0,0,4
4824,3,2,0,0,0,2
4825,7,4,0,0,0,4
4826,4,3,0,0,0,3
4827,15,18,0,0,0,18
4828,13,20,0,0,0,20
4829,4,3,0,0,0,3
4830,3,2,0,0,0,2
4831,5,3,0,0,0,3
4832,7,8,0,0,0,8
4833,8,8,0,0,0,8
4834,5,3,0,0,0,3
4835,8,7,0,0,0,7
4836,6,6,0,0,0,6
4837,2,1,0,0,0,1
4838,12,14,0,0,0,14
4839,3,2,0,0,0,2
4840,4,3,0,0,0,3
4841,5,4,0,0,0,4
4842,5,3,0,0,0,3
4843,10,11,0,0,0,11
4844,9,9,0,0,0,9
4845,9,11,0,0,0,11
4846,6,5,0,0,0,5
4847,6,5,0,0,0,5
4848,9,7,0,0,0,7
4849,4,3,0,0,0,3
4850,5,4,0,0,0,4
4851,17,24,0,0,0,24
4852,25,33,0,0,0,33
4853,20,23,0,0,0,23
4854,7,5,0,0,0,5
4855,2,1,0,0,0,1
4856,6,5,0,0,0,5
4857,7,7,0,0,0,7
4858,3,2,0,0,0,2
4859,23,34,0,0,0,34
4860,3,2,0,0,0,2
4861,3,2,0,0,0,2
4862,17,18,0,0,0,18
4863,2,1,0,0,0,1
4864,10,8,0,0,0,8
4865,3,2,0,0,0,2
4866,15,14,0,0,0,14
4867,5,4,0,0,0,4
4868,4,2,0,0,0,2
4869,11,11,0,0,0,11
4870,16,16,0,0,0,16
4871,5,4,0,0,0,4
4872,4,3,0,0,0,3
4873,10,9,0,0,0,9
4874,4,3,0,0,0,3
4875,6,6,0,0,0,6
4876,14,18,0,0,0,18
4877,4,3,0,0,0,3
4878,9,8,0,0,0,8
4879,7,4,0,0,0,4
4880,16,22,0,0,0,22
4881,4,3,0,0,0,3
4882,14,15,0,0,0,15
4883,8,7,0,0,0,7
4884,4,3,0,0,0,3
4885,2,1,0,0,0,1
4886,5,4,0,0,0,4
4887,10,11,0,0,0,11
4888,10,10,0,0,0,10
4889,14,11,0,0,0,11
4890,4,3,0,0,0,3
4891,2,1,0,0,0,1
4892,9,8,0,0,0,8
4893,13,13,0,0,0,13
4894,5,4,0,0,0,4
4895,22,34,0,0,0,34
4896,11,12,0,0,0,12
4897,20,33,0,0,0,33
4898,13,17,0,0,0,17
4899,14,19,0,0,0,19
4900,18,17,0,0,0,17
4901,2,1,0,0,0,1
4902,22,31,0,0,0,31
4903,15,20,0,0,0,20
4904,2,1,0,0,0,1
4905,3,2,0,0,0,2
4906,8,7,0,0,0,7
4907,7,6,0,0,0,6
4908,5,4,0,0,0,4
4909,13,16,0,0,0,16
4910,5,4,0,0,0,4
4911,10,9,0,0,0,9
4912,12,12,0,0,0,12
4913,10,10,0,0,0,10
4914,13,13,0,0,0,13
4915,17,20,0,0,0,20
4916,3,2,0,0,0,2
4917,10,10,0,0,0,10
4918,4,3,0,0,0,3
4919,13,11,0,0,0,11
4920,3,2,0,0,0,2
4921,3,2,0,0,0,2
4922,3,2,0,0,0,2
4923,3,2,0,0,0,2
4924,3,2,0,0,0,2
4925,4,3,0,0,0,3
4926,11,12,0,0,0,12
4927,10,13,0,0,0,13
4928,24,37,0,0,0,37
4929,12,11,0,0,0,11
4930,9,8,0,0,0,8
4931,2,1,0,0,0,1
4932,9,7,0,0,0,7
4933,8,7,0,0,0,7
4934,4,2,0,0,0,2
4935,18,15,0,0,0,15
4936,6,4,0,0,0,4
4937,4,3,0,0,0,3
4938,11,12,0,0,0,12
4939,6,5,0,0,0,5
4940,3,2,0,0,0,2
4945,20,22,0,0,0,22
4953,10,7,0,0,0,7
4958,7,8,0,0,0,8
4963,7,6,0,0,0,6
4968,7,8,0,0,0,8
4973,7,5,0,0,0,5
4978,7,6,0,0,0,6
4983,20,30,0,0,0,30
4988,7,6,0,0,0,6
4993,9,8,0,0,0,8
4998,9,8,0,0,0,8
5003,24,31,0,0,0,31
5008,7,6,0,0,0,6
4941,7,6,0,0,0,6
4942,6,4,0,0,0,4
4944,18,21,0,0,0,21
4947,12,11,0,0,0,11
4950,14,16,0,0,0,16
4955,25,27,0,0,0,27
4960,19,28,0,0,0,28
4965,7,5,0,0,0,5
4970,8,6,0,0,0,6
4975,5,4,0,0,0,4
4980,10,8,0,0,0,8
4985,11,12,0,0,0,12
4990,3,2,0,0,0,2
4995,11,13,0,0,0,13
5000,13,13,0,0,0,13
5005,13,10,0,0,0,10
5010,2,1,0,0,0,1
4943,6,5,0,0,0,5
4946,7,6,0,0,0,6
4948,8,7,0,0,0,7
4952,16,11,0,0,0,11
4957,11,12,0,0,0,12
4962,26,37,0,0,0,37
4967,5,3,0,0,0,3
4972,2,1,0,0,0,1
4977,8,7,0,0,0,7
4982,4,3,0,0,0,3
4987,3,2,0,0,0,2
4992,8,5,0,0,0,5
4997,3,2,0,0,0,2
5002,3,2,0,0,0,2
5007,12,12,0,0,0,12
5012,5,4,0,0,0,4
4949,23,31,0,0,0,31
4954,12,11,0,0,0,11
4959,6,4,0,0,0,4
4964,8,9,0,0,0,9
4969,15,13,0,0,0,13
4974,4,4,0,0,0,4
4979,12,13,0,0,0,13
4984,10,10,0,0,0,10
4989,7,8,0,0,0,8
4994,8,7,0,0,0,7
4999,12,9,0,0,0,9
5004,3,2,0,0,0,2
5009,15,18,0,0,0,18
4951,23,26,0,0,0,26
4956,4,4,0,0,0,4
4961,11,13,0,0,0,13
4966,9,9,0,0,0,9
4971,11,13,0,0,0,13
4976,3,2,0,0,0,2
4981,5,4,0,0,0,4
4986,13,12,0,0,0,12
4991,3,2,0,0,0,2
4996,12,11,0,0,0,11
5001,2,1,0,0,0,1
5006,4,3,0,0,0,3
5011,7,6,0,0,0,6
5013,714,51496,42144,6075,0,0
2470,78,1277,1210,36,0,0
